sentiment,review
0,Dabba mobile..pls dnt take dis..I thought 13mp cam is vry God wit d picture & Selfie bt it's nt expected..it's vry poor & Lenovo k6 power is better Dan dis..
0,no head phone in the package
1,Nice pricing and Nice features. Value for Money
1,Awesome mobile Battery and camera are best in class.
0,Over heating when we use VOLTE and battery draining very fast otherwise phone is ok
1,too good
1,Good product . Satisfied price
0,very poor in quality after using 3 days the phone is dead now
0,Chargre not working
0,"Performance of camera (front & rear) is worst. It doesn’t illuminate properly & adequately. Picture quality & images are very poor, worst, low illuminating, irritating, strains the eyes. even the full brightness is dull & worst."
1,Good but slitly need to improve the depth mode in camera.
0,Camera is not good
1,Super phone
1,Very good product & Amazon good service
1,Just buy it
0,I owned Lenovo k4 note before this.There is no problem for even 2 years.But this k8 note is a worst phone that I ever used.I faced many problems in my first day of using this phone.Dolby sucks!Screen flickering!Low sound via earphones!Please ignore models which came after k4 note!I am going to return this crap.
1,Very good product...Fast delivery by Amazon..
0,"This phone was all awesome for me at the given price, except for one BIG flaw! It boasts to have a battery of 4000 mAh. But I have to charge it twice a day. The phone loses 85% of charge within 12-14 hours of normal use*.*By normal use, I mean keeping the 4G data on. 20-30 mins of call. No gaming."
0,Some time Hanging problem and battery problem please call me
1,"Amazing speed, fluid touch experience, app installation time is great, charging speed is really good, full charge in just 2 hour, battery backup is good with full day uses. Camera quality is really good, love this phone"
0,Phone was very good.. in case of performance...but depth effect was not proper... Simply waste.The case cover they gave was damaged... Apart from this everything was fine .very good product
1,"Lenovo k8 not, near me, thank you"
1,Heating up while using
0,"Mobile is fast, camera is good but only one speaker is working, did not expect this from a company like Lenovo, want to return/exchange."
1,A must buy smartphone in the middle range.... really loving it......
1,Good work
1,fine
1,Outstanding better than mi and Redmi all features is outstanding camera is awesome
0,Mobile heated
0,"Very bad product mobile heating problem,charging very slow."
0,Every thing is fine apart from battery backup.
1,"Just loved it , it's around 2-3 weeks that I am using this phone and there is no issue . Let see how it works in the long run ."
0,Good performance
1,"The mobile is good starting I faced some heating and charging problems but after the update it's working well and all camera ,heating etc all problems was solved and I'm typing review from this phone"
1,Very good and worth it..
1,Nice
0,So nice on average mobile
0,Not good
0,"Not satisfied with the phone, since Volte not working, misguided by Amazon as well as Lenovo saying that it is a Volte phone. Whenever WiFi starts call disconnect. Even Lenovo not responding"
0,Needs frequent charging and call drop problem.
0,"Very bad product.only Hardware is good but software has many defects.User Interface system is not good.Conference call,call waiting not working.Auto brightness is malfunctioning,auto focus not good.There is no option for multiple delete contact,contact management functions lack,there is less option of modification & gesture.lack of customer support of Lenovo."
0,At the time of charging it becoming hot.
1,great combination....but dual camera is not that much effective.
1,Awesome phone
1,Really good...
0,"Get hot after 5-10 minute of gameplay or internet usage... unacceptably hot. Worst phone ..Lost my money on this phone. Do not waste your hard earned money . They would t even return this item Amazon should at least give replacement , but no options... I feel cheated."
0,I doesn't got any cash back of 10% on using SBI debit card
1,My brother liked it very much. He is happy with the mobile and its features. Thanks lenovo and thanks amazon.
1,Best smartphone in this price segment. ...such a great feature. ....
1,Awesome phone in such a price
1,Good one
0,Pathetic phone. Here is why this one is a flop show. Dont even think of buying this so called phone. Even a brick is better1) Takes 3 hours to fully charge. Sometimes charges in half an hour. Once I was stuck at 43 percent for nearly 10 mins2) Phone doesnt allow you to answer a call sometimes. The screen just freezes3) Doesnt latch on to network properly. You get lots of missed calls alerts4) Some apps such as trucaller dont work wellThis is the last lennovo device I ever buy...
0,"Battery drains very fast when im using continuously . The battery drains from 100% to 0% within 4 hrs , being the battery 4000 mah"
0,"Swipe to unlock, unlocks the phone with out even asking password."
0,Mobile is not working
1,Its the best phone i ve ever used since i am born
0,Nice phone at this price range.....deca core processor was awesome it loads games quickly.....i received an update for slow motion recording...hope receive an update for 4 k tecording.....only drawback is the camera quality is lower than redmi note 4 and Moto g5s plus....this phone doesn't sense the natura color of images properly than it's competitors.... battery life is average don't expect too much life as 4000 mah....I hope Lenovo might solve this probs through update....my rating was 3.7
